1050	4	51951
1046	13	57112
1041	18	34301
1041	19	37075
1045	19	8884
1049	20	57112
1049	21	57112
1049	22	15127
1051	22	35674
1052	22	36289
1054	23	47747
1057	23	57112
1058	23	24768
1059	24	37239
1060	24	37149
1066	29	56295
1076	33	56996
305	144	35644
306	144	51310
302	145	1400
303	145	1579
305	145	57112
306	145	57112
301	146	2972
302	146	6574
303	146	8909
304	146	7352
305	146	57112
306	146	57112
307	146	6770
299	147	1799
300	147	4862
301	147	9249
302	147	13459
303	147	17818
304	147	56830
305	147	57112
306	147	57112
307	147	57112
298	148	2895
299	148	7161
300	148	11972
301	148	16677
302	148	19570
303	148	25124
304	148	57112
305	148	57112
306	148	57112
307	148	57112
308	148	3414
297	149	2771
298	149	7658
299	149	13285
300	149	18330
301	149	22592
302	149	25671
303	149	57112
304	149	57112
305	149	57112
306	149	57112
307	149	57112
308	149	12659
297	150	5631
298	150	12936
299	150	20365
300	150	26724
301	150	28331
302	150	31461
303	150	57112
304	150	57112
305	150	57112
306	150	57112
307	150	57112
308	150	26296
309	150	2685
296	151	663
297	151	6411
298	151	14909
299	151	24391
300	151	31317
301	151	35847
302	151	57112
303	151	57112
304	151	57112
305	151	57112
306	151	57112
307	151	57112
308	151	41455
309	151	6641
296	152	96
297	152	6058
298	152	15356
299	152	26796
300	152	35717
301	152	47318
302	152	57112
303	152	57112
304	152	57112
305	152	57112
306	152	57112
307	152	57112
308	152	57112
309	152	10058
297	153	4322
298	153	15010
299	153	29159
300	153	40367
301	153	57112
302	153	57112
303	153	57112
304	153	57112
305	153	57112
306	153	57112
307	153	57112
308	153	57112
309	153	13636
297	154	1079
298	154	11157
299	154	25942
300	154	41175
301	154	57112
302	154	57112
303	154	57112
304	154	57112
305	154	57112
306	154	57112
307	154	57112
308	154	57112
309	154	14349
298	155	6516
299	155	20131
300	155	40126
301	155	57112
302	155	57112
303	155	57112
304	155	57112
305	155	57112
306	155	57112
307	155	57112
308	155	57112
309	155	11473
298	156	1817
299	156	11715
300	156	27194
301	156	47932
302	156	57112
303	156	57112
304	156	57112
305	156	57112
306	156	57112
307	156	57112
308	156	49215
309	156	5143
299	157	1318
300	157	8015
301	157	18915
302	157	45898
303	157	57112
304	157	57112
305	157	57112
306	157	57112
307	157	57112
308	157	18224
301	158	1254
302	158	6275
303	158	57112
304	158	57112
305	158	57112
306	158	57112
307	158	57112
308	158	1669
303	159	39885
304	159	57112
305	159	57112
306	159	57112
307	159	57112
304	160	57112
305	160	57112
306	160	57112
307	160	57112
304	161	57112
305	161	57112
306	161	57112
304	162	10330
305	162	57112
306	162	57112
305	163	42333
306	163	57112
306	164	13210
181	197	508
182	197	822
183	197	2016
184	197	3100
180	198	751
181	198	2928
182	198	4931
183	198	7668
184	198	8700
185	198	3925
180	199	931
181	199	4514
182	199	9747
183	199	15082
184	199	16064
185	199	9232
181	200	4597
182	200	11291
183	200	18955
184	200	20775
185	200	11521
181	201	1606
182	201	6721
183	201	13009
184	201	14922
185	201	7588
183	202	1830
184	202	2706
990	256	481
989	257	2712
990	257	3087
991	257	967
988	258	1898
989	258	7780
990	258	5608
991	258	3842
992	258	2535
988	259	9422
989	259	13965
990	259	11186
991	259	11252
992	259	9690
993	259	3989
987	260	3801
988	260	19828
989	260	23691
990	260	23452
991	260	25363
992	260	18358
993	260	6186
987	261	11343
988	261	31530
989	261	39436
990	261	42499
991	261	35848
992	261	18640
993	261	4780
987	262	15598
988	262	36383
989	262	46740
990	262	46965
991	262	30190
992	262	12129
993	262	2961
987	263	10100
988	263	26384
989	263	36970
990	263	32728
991	263	19979
992	263	9662
993	263	3793
994	263	430
987	264	2141
988	264	13608
989	264	21537
990	264	19541
991	264	13804
992	264	7625
993	264	3198
994	264	276
988	265	409
989	265	3771
990	265	4491
991	265	3040
992	265	734
1019	269	765
1020	269	1314
1021	269	336
1019	270	1690
1020	270	1795
625	282	849
626	282	1552
627	282	1710
628	282	1521
624	283	2512
625	283	4334
626	283	4129
627	283	4482
628	283	4661
629	283	2877
623	284	1695
624	284	7682
625	284	9159
626	284	9585
627	284	10192
628	284	10109
629	284	7283
630	284	1688
623	285	4887
624	285	13949
625	285	18671
626	285	22064
627	285	23943
628	285	21096
629	285	13464
630	285	3580
623	286	4985
624	286	18820
625	286	32138
626	286	44695
627	286	48704
628	286	34953
629	286	16995
630	286	2632
623	287	1880
624	287	16413
625	287	38899
626	287	57112
627	287	57112
628	287	36963
629	287	12018
624	288	6763
625	288	27223
626	288	50461
627	288	45027
628	288	20035
629	288	2583
625	289	7229
626	289	15518
627	289	11555
628	289	1867
719	340	1280
720	340	923
719	341	2350
720	341	2629
892	386	215
893	386	1290
894	386	119
892	387	1427
893	387	3308
894	387	766
893	388	800
514	392	1008
515	392	3823
516	392	4781
513	393	595
514	393	4402
515	393	10615
516	393	11118
517	393	1209
513	394	1419
514	394	9362
515	394	18536
516	394	12213
513	395	647
514	395	8896
515	395	13245
516	395	4056
557	401	30964
557	402	57112
557	403	57112
558	403	57112
556	404	57112
557	404	57112
558	404	57112
373	405	173
374	405	2597
375	405	3132
376	405	1227
556	405	57112
557	405	57112
558	405	57112
372	406	2261
373	406	5584
374	406	9117
375	406	12424
376	406	11964
377	406	5770
556	406	57112
557	406	57112
558	406	57112
371	407	2154
372	407	6764
373	407	9588
374	407	14968
375	407	24706
376	407	33334
377	407	22511
378	407	4182
555	407	57112
556	407	57112
557	407	57112
558	407	57112
371	408	3521
372	408	6940
373	408	11931
374	408	23347
375	408	47383
376	408	57112
377	408	49119
378	408	12528
555	408	57112
556	408	57112
557	408	57112
558	408	57112
559	408	8863
371	409	3160
372	409	6833
373	409	13473
374	409	33818
375	409	57112
376	409	57112
377	409	57112
378	409	15674
555	409	57112
556	409	57112
557	409	57112
558	409	57112
559	409	57112
371	410	3227
372	410	7101
373	410	14636
374	410	40429
375	410	57112
376	410	57112
377	410	57112
378	410	10506
554	410	28583
555	410	57112
556	410	57112
557	410	57112
558	410	57112
559	410	57112
560	410	1450
371	411	1928
372	411	6364
373	411	13846
374	411	31381
375	411	57112
376	411	57112
377	411	26649
378	411	1553
553	411	5674
554	411	57112
555	411	57112
556	411	57112
557	411	57112
558	411	57112
559	411	57112
560	411	16181
561	411	934
372	412	1265
373	412	5721
374	412	13640
375	412	20757
376	412	21287
377	412	4192
552	412	4666
553	412	21564
554	412	57112
555	412	57112
556	412	57112
557	412	57112
558	412	57112
559	412	57112
560	412	40974
561	412	8122
375	413	107
551	413	691
552	413	15134
553	413	54174
554	413	57112
555	413	57112
556	413	57112
557	413	57112
558	413	57112
559	413	57112
560	413	57112
561	413	16068
551	414	3710
552	414	26430
553	414	57112
554	414	57112
555	414	57112
556	414	57112
557	414	57112
558	414	57112
559	414	57112
560	414	57112
561	414	19520
562	414	157
551	415	4120
552	415	29150
553	415	57112
554	415	57112
555	415	57112
556	415	57112
557	415	57112
558	415	57112
559	415	57112
560	415	57112
561	415	16947
551	416	2703
552	416	24704
553	416	57112
554	416	57112
555	416	57112
556	416	57112
557	416	57112
558	416	57112
559	416	57112
560	416	57112
561	416	11282
551	417	106
552	417	14675
553	417	51037
554	417	57112
555	417	57112
556	417	57112
557	417	57112
558	417	57112
559	417	57112
560	417	30870
561	417	3854
552	418	3891
553	418	20004
554	418	57112
555	418	57112
556	418	57112
557	418	57112
558	418	57112
559	418	57112
560	418	10121
553	419	4358
554	419	57112
555	419	57112
556	419	57112
557	419	57112
558	419	57112
559	419	57112
560	419	127
554	420	57112
555	420	57112
556	420	57112
557	420	57112
558	420	57112
559	420	57112
907	420	2872
908	420	5051
909	420	3826
910	420	1635
554	421	1965
555	421	57112
556	421	57112
557	421	57112
558	421	57112
559	421	57112
905	421	1637
906	421	11406
907	421	15983
908	421	13527
909	421	8141
910	421	4824
911	421	2113
555	422	57112
556	422	57112
557	422	57112
558	422	57112
559	422	57112
904	422	497
905	422	16517
906	422	31944
907	422	28752
908	422	17835
909	422	10268
910	422	6488
911	422	3762
912	422	898
555	423	57112
556	423	57112
557	423	57112
558	423	57112
904	423	13239
905	423	53786
906	423	57112
907	423	41278
908	423	25420
909	423	13320
910	423	7742
911	423	4550
912	423	1523
555	424	25390
556	424	57112
557	424	57112
558	424	57112
903	424	4048
904	424	37961
905	424	57112
906	424	57112
907	424	57112
908	424	35187
909	424	14901
910	424	7453
911	424	5200
912	424	2095
556	425	57112
557	425	57112
558	425	57112
903	425	12128
904	425	57112
905	425	57112
906	425	57112
907	425	57112
908	425	35564
909	425	13798
910	425	7149
911	425	4325
912	425	1449
556	426	57112
557	426	57112
558	426	57112
903	426	12240
904	426	54567
905	426	57112
906	426	57112
907	426	57112
908	426	30433
909	426	14201
910	426	7992
911	426	4749
912	426	941
556	427	57112
557	427	57112
558	427	57112
903	427	4851
904	427	28759
905	427	57112
906	427	57112
907	427	49554
908	427	28558
909	427	16445
910	427	9225
911	427	4609
912	427	381
556	428	57112
557	428	57112
558	428	57112
904	428	9703
905	428	27207
906	428	49368
907	428	32411
908	428	21913
909	428	14021
910	428	7119
911	428	2523
557	429	57112
905	429	4192
906	429	10607
907	429	11190
908	429	8892
909	429	4125
910	429	901
557	430	57112
557	431	57112
630	439	589
628	440	2677
629	440	6808
630	440	7352
631	440	4848
632	440	315
627	441	2838
628	441	10862
629	441	14177
630	441	13888
631	441	10431
632	441	3953
627	442	7579
628	442	18021
629	442	20242
630	442	18157
631	442	14845
632	442	6471
627	443	6302
628	443	16901
629	443	23817
630	443	25026
631	443	17228
632	443	5964
627	444	1805
628	444	11714
629	444	23321
630	444	24312
631	444	13095
632	444	1659
628	445	2758
629	445	9566
630	445	9138
631	445	2276
1045	458	1151
1046	458	2356
1047	458	1337
1044	459	7318
1045	459	10045
1046	459	6687
1047	459	2850
1048	459	554
1042	460	1117
1043	460	14529
1044	460	21487
1045	460	15426
1046	460	8288
1047	460	3454
1048	460	857
1041	461	358
1042	461	16831
1043	461	34077
1044	461	32498
1045	461	22001
1046	461	13146
1047	461	5324
1048	461	973
1041	462	12623
1042	462	39664
1043	462	56775
