405	684	35708
405	683	55188
405	682	57112
405	681	47997
405	680	18512
404	680	57112
404	679	57112
404	678	944
403	678	57112
403	677	47920
403	679	57112
403	680	57112
403	681	57112
403	682	57112
403	683	57112
403	684	57112
403	685	57112
403	686	57112
403	687	57112
403	688	8654
402	688	4433
402	687	31035
402	686	57112
402	685	57112
402	684	57112
402	683	57112
402	682	57112
402	681	57112
402	680	57112
402	679	57112
401	679	3749
401	680	31248
401	681	57112
401	682	57112
401	683	57112
401	684	49808
401	685	32286
401	686	22809
401	687	12786
401	688	3226
400	688	620
400	687	7706
400	686	15609
400	685	20482
400	684	25490
400	683	33114
400	682	43368
400	681	41544
400	680	16118
399	680	5771
399	681	19843
399	682	26038
399	683	23335
399	684	18426
399	685	14324
399	686	9104
399	687	3340
398	686	4042
398	685	8758
398	684	13572
398	683	14983
398	682	12019
398	681	5918
397	682	1459
397	683	3912
397	684	5523
397	685	3576
404	687	7568
404	686	57112
404	685	57112
404	684	57112
404	683	57112
404	682	57112
404	681	57112
405	685	17658
405	686	6287
406	681	4904
406	682	7862
406	683	7290
406	684	3835

635	574	83
635	575	846
635	576	241
634	576	14324
634	575	17673
634	574	16293
634	573	10906
634	572	2787
633	572	21825
633	571	3535
632	571	18894
632	572	57112
632	573	57112
632	574	57112
632	575	57112
632	576	57112
632	577	57112
632	578	39819
632	579	7391
631	579	57112
631	578	57112
631	577	57112
631	576	57112
631	575	57112
631	574	57112
631	573	57112
631	572	57112
631	571	57112
631	570	57112
631	569	11036
630	569	57112
630	570	57112
630	571	57112
630	572	57112
630	573	57112
630	574	57112
630	575	57112
630	576	57112
630	577	57112
630	578	57112
630	579	57112
630	580	37947
629	580	287
629	579	54134
629	578	57112
629	577	57112
629	576	57112
629	575	57112
629	574	57112
629	573	57112
629	572	57112
629	571	57112
629	570	36687
628	572	15322
628	573	57112
628	574	57112
628	575	57112
628	576	57112
628	577	57112
628	578	20074
628	579	3963
627	578	5948
627	577	20490
627	576	36971
627	575	44003
627	574	33226
627	573	12524
627	572	389
626	574	3250
626	575	6722
626	576	7093
626	577	2898
631	580	1262
633	579	494
633	578	10027
633	577	29826
633	576	48794
633	575	56117
633	574	56550
633	573	45095
634	577	7687
634	578	462

260	650	18681
260	649	27997
260	648	35363
260	647	30752
260	646	32002
260	645	26861
260	644	9294
259	644	4456
259	645	17238
259	646	19966
259	647	15175
259	648	14364
259	649	12956
259	650	10926
259	651	7600
259	652	3149
258	652	650
258	651	4377
258	650	7086
258	649	7570
258	648	7984
258	647	9608
258	646	12053
258	645	8909
258	644	525
257	645	2134
257	646	5930
257	647	6423
257	648	6092
257	649	5472
257	650	4383
257	651	1443
256	650	1842
256	649	3173
256	648	2251
256	647	1180
256	646	266
260	652	6007
260	651	12689
261	651	18217
261	650	29335
261	649	56180
261	648	57112
261	647	57112
261	646	57112
261	645	38704
261	644	12578
262	644	37454
262	645	57112
262	646	57112
262	647	57112
262	648	57112
262	649	57112
262	650	57112
262	651	30039
262	652	9766
262	653	77
261	653	1056
261	652	9031
263	652	10053
263	651	57112
263	650	57112
263	649	57112
263	648	57112
263	647	57112
263	646	57112
263	645	57112
263	644	57112
263	643	10558
264	644	52203
264	645	57112
264	646	57112
264	647	57112
264	648	57112
264	649	57112
264	650	40037
264	651	7456
265	650	3944
265	649	16964
265	648	37756
265	647	56461
265	646	50298
265	645	20802
265	644	251
266	645	324
266	646	5901
266	647	6408
266	648	2273

307	160	57112
307	159	57112
307	158	57112
307	157	57112
307	156	57112
307	155	57112
307	154	57112
307	153	57112
307	152	57112
307	151	57112
307	150	57112
307	149	57112
307	148	57112
307	147	57112
307	146	6770
306	146	57112
306	145	57112
306	144	51310
305	144	35644
305	145	57112
305	146	57112
305	147	57112
305	148	57112
305	149	57112
305	150	57112
305	151	57112
305	152	57112
305	153	57112
305	154	57112
305	155	57112
305	156	57112
305	157	57112
305	158	57112
305	159	57112
305	160	57112
305	161	57112
305	162	57112
305	163	42333
306	163	57112
306	162	57112
306	161	57112
306	160	57112
306	159	57112
306	158	57112
306	157	57112
306	156	57112
306	155	57112
306	154	57112
306	153	57112
306	152	57112
306	151	57112
306	150	57112
306	149	57112
306	148	57112
306	147	57112
306	164	13210
304	162	10330
304	161	57112
304	160	57112
304	159	57112
304	158	57112
304	157	57112
304	156	57112
304	155	57112
304	154	57112
304	153	57112
304	152	57112
304	151	57112
304	150	57112
304	149	57112
304	148	57112
304	147	56830
304	146	7352
303	146	8909
303	145	1579
302	145	1400
302	146	6574
302	147	13459
302	148	19570
302	149	25671
302	150	31461
302	151	57112
302	152	57112
302	153	57112
302	154	57112
302	155	57112
302	156	57112
302	157	45898
302	158	6275
301	158	1254
301	157	18915
301	156	47932
301	155	57112
301	154	57112
301	153	57112
301	152	47318
301	151	35847
301	150	28331
301	149	22592
301	148	16677
301	147	9249
301	146	2972
300	147	4862
300	148	11972
300	149	18330
300	150	26724
300	151	31317
300	152	35717
300	153	40367
300	154	41175
300	155	40126
300	156	27194
300	157	8015
299	157	1318
299	156	11715
299	155	20131
299	154	25942
299	153	29159
299	152	26796
299	151	24391
299	150	20365
299	149	13285
299	148	7161
299	147	1799
298	148	2895
298	149	7658
298	150	12936
298	151	14909
298	152	15356
298	153	15010
298	154	11157
298	155	6516
298	156	1817
297	154	1079
297	153	4322
297	152	6058
297	151	6411
297	150	5631
297	149	2771
296	151	663
296	152	96
303	158	57112
303	157	57112
303	156	57112
303	155	57112
303	154	57112
303	153	57112
303	152	57112
303	151	57112
303	150	57112
303	149	57112
303	148	25124
303	147	17818
303	159	39885
308	148	3414
308	149	12659
308	150	26296
308	151	41455
308	152	57112
308	153	57112
308	154	57112
308	155	57112
308	156	49215
308	157	18224
308	158	1669
